"asset_id","asset_type","asset_name","category","price","expected_output_path","reference_image_path","generated_image_upload","status","prompt"
"prop_nyc_billionaire","Property","Central Park Tower","New York","120000000","assets/lifestyle/properties/prop_nyc_billionaire.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Central Park Tower, a New York property. Make it a full exterior establishing shot like a retro side-scrolling game background: dense New York street scene, stone facades, traffic lights, narrow sidewalks, layered city background. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_paris_marais","Property","Le Marais Apartment","Paris","2800000","assets/lifestyle/properties/prop_paris_marais.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Le Marais Apartment, a Paris property. Make it a full exterior establishing shot like a retro side-scrolling game background: Paris street scene, elegant stonework, iron balconies, cafe frontage, soft daylight. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_paris_eiffel","Property","Eiffel View Penthouse","Paris","28000000","assets/lifestyle/properties/prop_paris_eiffel.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Eiffel View Penthouse, a Paris property. Make it a full exterior establishing shot like a retro side-scrolling game background: Paris street scene, elegant stonework, iron balconies, cafe frontage, soft daylight. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_chateau_france","Property","Château de Villette","France","180000000","assets/lifestyle/properties/prop_chateau_france.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Château de Villette, a France property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_london_notting","Property","Notting Hill Flat","London","5500000","assets/lifestyle/properties/prop_london_notting.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Notting Hill Flat, a London property. Make it a full exterior establishing shot like a retro side-scrolling game background: London street scene, refined brick and stone, old lamps, overcast premium city atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_london_townhouse","Property","Mayfair Townhouse","London","145000000","assets/lifestyle/properties/prop_london_townhouse.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Mayfair Townhouse, a London property. Make it a full exterior establishing shot like a retro side-scrolling game background: London street scene, refined brick and stone, old lamps, overcast premium city atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_tokyo_shibuya","Property","Shibuya High-Rise","Tokyo","8500000","assets/lifestyle/properties/prop_tokyo_shibuya.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Shibuya High-Rise, a Tokyo property. Make it a full exterior establishing shot like a retro side-scrolling game background: modern Asian city scene, clean signage shapes without readable text, neon hints, compact urban depth. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_la_sunset_skyloft","Property","Sunset Strip Skyloft","Los Angeles","1800000","assets/lifestyle/properties/prop_la_sunset_skyloft.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Sunset Strip Skyloft, a Los Angeles property. Make it a full exterior establishing shot like a retro side-scrolling game background: Southern California street scene, palm trees, blue sky, sunlit stucco, low hills in the distance. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_venice_canal_house","Property","Venice Canal House","Los Angeles","3900000","assets/lifestyle/properties/prop_venice_canal_house.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Venice Canal House, a Los Angeles property. Make it a full exterior establishing shot like a retro side-scrolling game background: Southern California street scene, palm trees, blue sky, sunlit stucco, low hills in the distance. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_atlanta_film_estate","Property","Atlanta Film Estate","Atlanta","2600000","assets/lifestyle/properties/prop_atlanta_film_estate.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Atlanta Film Estate, a Atlanta property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_nashville_music_row_loft","Property","Music Row Loft","Nashville","1250000","assets/lifestyle/properties/prop_nashville_music_row_loft.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Music Row Loft, a Nashville property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_austin_lake_house","Property","Lake Travis Hideaway","Austin","3400000","assets/lifestyle/properties/prop_austin_lake_house.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Lake Travis Hideaway, a Austin property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_seoul_han_river_apartment","Property","Han River Apartment","Seoul","4200000","assets/lifestyle/properties/prop_seoul_han_river_apartment.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Han River Apartment, a Seoul property. Make it a full exterior establishing shot like a retro side-scrolling game background: modern Asian city scene, clean signage shapes without readable text, neon hints, compact urban depth. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_sydney_harbour_flat","Property","Sydney Harbour Flat","Sydney","7200000","assets/lifestyle/properties/prop_sydney_harbour_flat.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Sydney Harbour Flat, a Sydney property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_lisbon_cliff_villa","Property","Lisbon Cliff Villa","Lisbon","5800000","assets/lifestyle/properties/prop_lisbon_cliff_villa.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Lisbon Cliff Villa, a Lisbon property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_marrakech_riad","Property","Marrakech Private Riad","Marrakech","3100000","assets/lifestyle/properties/prop_marrakech_riad.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Marrakech Private Riad, a Marrakech property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_reykjavik_glass_cabin","Property","Aurora Glass Cabin","Iceland","2100000","assets/lifestyle/properties/prop_reykjavik_glass_cabin.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Aurora Glass Cabin, a Iceland property. Make it a full exterior establishing shot like a retro side-scrolling game background: mountain luxury setting, crisp air, pine trees, dramatic natural background. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_dubai_palm","Property","Palm Jumeirah Villa","Dubai","25000000","assets/lifestyle/properties/prop_dubai_palm.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Palm Jumeirah Villa, a Dubai property. Make it a full exterior establishing shot like a retro side-scrolling game background: Dubai luxury district, clean modern skyline, bright sky, polished pavement, desert-glass atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_dubai_royal","Property","Royal Atlantis Penthouse","Dubai","150000000","assets/lifestyle/properties/prop_dubai_royal.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Royal Atlantis Penthouse, a Dubai property. Make it a full exterior establishing shot like a retro side-scrolling game background: Dubai luxury district, clean modern skyline, bright sky, polished pavement, desert-glass atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_miami_beachfront","Property","Miami Condo","Miami","12000000","assets/lifestyle/properties/prop_miami_beachfront.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Miami Condo, a Miami property. Make it a full exterior establishing shot like a retro side-scrolling game background: rich environmental background with street, sky, trees, depth, and local atmosphere. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_aspen_chalet","Property","Aspen Ski Chalet","Aspen","18500000","assets/lifestyle/properties/prop_aspen_chalet.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Aspen Ski Chalet, a Aspen property. Make it a full exterior establishing shot like a retro side-scrolling game background: mountain luxury setting, crisp air, pine trees, dramatic natural background. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_private_island","Property","Necker Island","Caribbean","600000000","assets/lifestyle/properties/prop_private_island.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Necker Island, a Caribbean property. Make it a full exterior establishing shot like a retro side-scrolling game background: coastal luxury setting, waterline, bright sky, marina or resort details. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"prop_monaco_penthouse","Property","Tour Odéon Sky Penthouse","Monaco","440000000","assets/lifestyle/properties/prop_monaco_penthouse.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Tour Odéon Sky Penthouse, a Monaco property. Make it a full exterior establishing shot like a retro side-scrolling game background: coastal luxury setting, waterline, bright sky, marina or resort details. Show the architecture with detailed facade pixels, windows, entry, sidewalk or driveway, and enough sky/background around it. Wide 16:9 composition, PNG-ready."
"veh_car_civic","Vehicle","Honda Civic","Car","45000","assets/lifestyle/vehicles/veh_car_civic.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Honda Civic, car. Show the complete vehicle on a luxury street, studio driveway, or garage forecourt, full side view with cinematic environment. Use a clean side-view or slight three-quarter view, detailed bodywork, believable scale, and environmental shadows. It should feel like a playable game scene asset, not a showroom icon. Wide 16:9 composition, PNG-ready."
"veh_car_tesla3","Vehicle","Tesla Model 3","Car","85000","assets/lifestyle/vehicles/veh_car_tesla3.webp","/Users/zeesh/Downloads/ChatGPT Image Jul 3, 2026, 12_02_43 AM.png","","TODO","Create a full-scene retro pixel-art game image in the same feel as the provided reference image, crisp high-detail 2D side-view pixel art, modern polished pixel clusters, layered foreground and background, bright cinematic lighting, real environment, not an inventory icon, not a UI card, not a boxed object, no border, no frame, no text, no readable logos, no watermark, keep the main subject fully visible, readable, centered, and uncropped. Subject: Tesla Model 3, car. Show the complete vehicle on a luxury street, studio driveway, or garage forecourt, full side view with cinematic environment. Use a clean side-view or slight three-quarter view, detailed bodywork, believable scale, and environmental shadows. It should feel like a playable game scene asset, not a showroom icon. Wide 16:9 composition, PNG-ready."
