id,type,name,output,prompt
"prop_nyc_billionaire","Property","Central Park Tower","assets/lifestyle/properties/prop_nyc_billionaire.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Central Park Tower in New York, ultra luxury trophy property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_paris_marais","Property","Le Marais Apartment","assets/lifestyle/properties/prop_paris_marais.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Le Marais Apartment in Paris, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_paris_eiffel","Property","Eiffel View Penthouse","assets/lifestyle/properties/prop_paris_eiffel.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Eiffel View Penthouse in Paris, luxury property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_chateau_france","Property","Château de Villette","assets/lifestyle/properties/prop_chateau_france.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Château de Villette in France, ultra luxury trophy property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_london_notting","Property","Notting Hill Flat","assets/lifestyle/properties/prop_london_notting.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Notting Hill Flat in London, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_london_townhouse","Property","Mayfair Townhouse","assets/lifestyle/properties/prop_london_townhouse.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Mayfair Townhouse in London, ultra luxury trophy property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_tokyo_shibuya","Property","Shibuya High-Rise","assets/lifestyle/properties/prop_tokyo_shibuya.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Shibuya High-Rise in Tokyo, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_la_sunset_skyloft","Property","Sunset Strip Skyloft","assets/lifestyle/properties/prop_la_sunset_skyloft.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Sunset Strip Skyloft in Los Angeles, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_venice_canal_house","Property","Venice Canal House","assets/lifestyle/properties/prop_venice_canal_house.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Venice Canal House in Los Angeles, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_atlanta_film_estate","Property","Atlanta Film Estate","assets/lifestyle/properties/prop_atlanta_film_estate.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Atlanta Film Estate in Atlanta, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_nashville_music_row_loft","Property","Music Row Loft","assets/lifestyle/properties/prop_nashville_music_row_loft.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Music Row Loft in Nashville, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_austin_lake_house","Property","Lake Travis Hideaway","assets/lifestyle/properties/prop_austin_lake_house.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Lake Travis Hideaway in Austin, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_seoul_han_river_apartment","Property","Han River Apartment","assets/lifestyle/properties/prop_seoul_han_river_apartment.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Han River Apartment in Seoul, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_sydney_harbour_flat","Property","Sydney Harbour Flat","assets/lifestyle/properties/prop_sydney_harbour_flat.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Sydney Harbour Flat in Sydney, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_lisbon_cliff_villa","Property","Lisbon Cliff Villa","assets/lifestyle/properties/prop_lisbon_cliff_villa.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Lisbon Cliff Villa in Lisbon, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_marrakech_riad","Property","Marrakech Private Riad","assets/lifestyle/properties/prop_marrakech_riad.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Marrakech Private Riad in Marrakech, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_reykjavik_glass_cabin","Property","Aurora Glass Cabin","assets/lifestyle/properties/prop_reykjavik_glass_cabin.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Aurora Glass Cabin in Iceland, premium home. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_dubai_palm","Property","Palm Jumeirah Villa","assets/lifestyle/properties/prop_dubai_palm.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Palm Jumeirah Villa in Dubai, luxury property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_dubai_royal","Property","Royal Atlantis Penthouse","assets/lifestyle/properties/prop_dubai_royal.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Royal Atlantis Penthouse in Dubai, ultra luxury trophy property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_miami_beachfront","Property","Miami Condo","assets/lifestyle/properties/prop_miami_beachfront.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Miami Condo in Miami, luxury property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_aspen_chalet","Property","Aspen Ski Chalet","assets/lifestyle/properties/prop_aspen_chalet.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Aspen Ski Chalet in Aspen, luxury property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
"prop_private_island","Property","Necker Island","assets/lifestyle/properties/prop_private_island.png","MASTER STYLE FOR EVERY IMAGE
Retro pixel game asset, polished mobile life-sim inventory art, 2.5D pixel-art look, clean silhouette, charming high-detail pixel clusters, cinematic luxury lighting, dark transparent-feeling studio backdrop but no actual transparency required, centered hero object, readable at small card size, no text, no labels, no logos, no watermark, no people unless the asset is clothing on a faceless mannequin, no UI frame. Use a square 1:1 composition.

IMPORTANT OUTPUT
Save each generated image using the exact output filename shown below. PNG is preferred.

IMAGE PROMPT
Necker Island in Caribbean, ultra luxury trophy property. Show an exterior hero view with architecture that matches the name: apartment/condo as stylish urban building, villa/estate as wide luxury home, tower/penthouse as tall skyline residence, island as private island villa, chalet/cabin as scenic retreat. Retro pixel-art, warm window glow, tasteful environment hints, premium game inventory icon, no text."
